,name,code,sector,series_id,units,year,value,source
323,"Total Energy Residential Sector CO2 Emissions, Annual",TERCEUS,Residental,TOTAL.TERCEUS.A,Million Metric Tons of Carbon Dioxide,2017,946.81,Total Energy
324,"Total Energy Residential Sector CO2 Emissions, Annual",TERCEUS,Residental,TOTAL.TERCEUS.A,Million Metric Tons of Carbon Dioxide,2016,981.976,Total Energy
325,"Total Energy Residential Sector CO2 Emissions, Annual",TERCEUS,Residental,TOTAL.TERCEUS.A,Million Metric Tons of Carbon Dioxide,2015,1036.991,Total Energy
326,"Total Energy Residential Sector CO2 Emissions, Annual",TERCEUS,Residental,TOTAL.TERCEUS.A,Million Metric Tons of Carbon Dioxide,2014,1115.199,Total Energy
327,"Total Energy Residential Sector CO2 Emissions, Annual",TERCEUS,Residental,TOTAL.TERCEUS.A,Million Metric Tons of Carbon Dioxide,2013,1099.843,Total Energy
328,"Total Energy Residential Sector CO2 Emissions, Annual",TERCEUS,Residental,TOTAL.TERCEUS.A,Million Metric Tons of Carbon Dioxide,2012,1042.671,Total Energy
329,"Total Energy Residential Sector CO2 Emissions, Annual",TERCEUS,Residental,TOTAL.TERCEUS.A,Million Metric Tons of Carbon Dioxide,2011,1148.778,Total Energy
330,"Total Energy Residential Sector CO2 Emissions, Annual",TERCEUS,Residental,TOTAL.TERCEUS.A,Million Metric Tons of Carbon Dioxide,2010,1209.502,Total Energy
331,"Total Energy Residential Sector CO2 Emissions, Annual",TERCEUS,Residental,TOTAL.TERCEUS.A,Million Metric Tons of Carbon Dioxide,2009,1156.963,Total Energy
0,"Aviation Gasoline Transportation Sector CO2 Emissions, Annual",AVACEUS,Transportation,TOTAL.AVACEUS.A,Million Metric Tons of Carbon Dioxide,2018,1.549,Aviation Gasoline
1,"Aviation Gasoline Transportation Sector CO2 Emissions, Annual",AVACEUS,Transportation,TOTAL.AVACEUS.A,Million Metric Tons of Carbon Dioxide,2017,1.449,Aviation Gasoline
2,"Aviation Gasoline Transportation Sector CO2 Emissions, Annual",AVACEUS,Transportation,TOTAL.AVACEUS.A,Million Metric Tons of Carbon Dioxide,2016,1.416,Aviation Gasoline
3,"Aviation Gasoline Transportation Sector CO2 Emissions, Annual",AVACEUS,Transportation,TOTAL.AVACEUS.A,Million Metric Tons of Carbon Dioxide,2015,1.463,Aviation Gasoline
4,"Aviation Gasoline Transportation Sector CO2 Emissions, Annual",AVACEUS,Transportation,TOTAL.AVACEUS.A,Million Metric Tons of Carbon Dioxide,2014,1.501,Aviation Gasoline
5,"Aviation Gasoline Transportation Sector CO2 Emissions, Annual",AVACEUS,Transportation,TOTAL.AVACEUS.A,Million Metric Tons of Carbon Dioxide,2013,1.547,Aviation Gasoline
6,"Aviation Gasoline Transportation Sector CO2 Emissions, Annual",AVACEUS,Transportation,TOTAL.AVACEUS.A,Million Metric Tons of Carbon Dioxide,2012,1.738,Aviation Gasoline
7,"Aviation Gasoline Transportation Sector CO2 Emissions, Annual",AVACEUS,Transportation,TOTAL.AVACEUS.A,Million Metric Tons of Carbon Dioxide,2011,1.872,Aviation Gasoline
8,"Aviation Gasoline Transportation Sector CO2 Emissions, Annual",AVACEUS,Transportation,TOTAL.AVACEUS.A,Million Metric Tons of Carbon Dioxide,2010,1.871,Aviation Gasoline
9,"Aviation Gasoline Transportation Sector CO2 Emissions, Annual",AVACEUS,Transportation,TOTAL.AVACEUS.A,Million Metric Tons of Carbon Dioxide,2009,1.838,Aviation Gasoline
46,"Coal Transportation Sector CO2 Emissions, Annual",CLACEUS,Transportation,TOTAL.CLACEUS.A,Million Metric Tons of Carbon Dioxide,2018,0.0,Coal
47,"Coal Transportation Sector CO2 Emissions, Annual",CLACEUS,Transportation,TOTAL.CLACEUS.A,Million Metric Tons of Carbon Dioxide,2017,0.0,Coal
48,"Coal Transportation Sector CO2 Emissions, Annual",CLACEUS,Transportation,TOTAL.CLACEUS.A,Million Metric Tons of Carbon Dioxide,2016,0.0,Coal
49,"Coal Transportation Sector CO2 Emissions, Annual",CLACEUS,Transportation,TOTAL.CLACEUS.A,Million Metric Tons of Carbon Dioxide,2015,0.0,Coal
50,"Coal Transportation Sector CO2 Emissions, Annual",CLACEUS,Transportation,TOTAL.CLACEUS.A,Million Metric Tons of Carbon Dioxide,2014,0.0,Coal
51,"Coal Transportation Sector CO2 Emissions, Annual",CLACEUS,Transportation,TOTAL.CLACEUS.A,Million Metric Tons of Carbon Dioxide,2013,0.0,Coal
52,"Coal Transportation Sector CO2 Emissions, Annual",CLACEUS,Transportation,TOTAL.CLACEUS.A,Million Metric Tons of Carbon Dioxide,2012,0.0,Coal
53,"Coal Transportation Sector CO2 Emissions, Annual",CLACEUS,Transportation,TOTAL.CLACEUS.A,Million Metric Tons of Carbon Dioxide,2011,0.0,Coal
54,"Coal Transportation Sector CO2 Emissions, Annual",CLACEUS,Transportation,TOTAL.CLACEUS.A,Million Metric Tons of Carbon Dioxide,2010,0.0,Coal
55,"Coal Transportation Sector CO2 Emissions, Annual",CLACEUS,Transportation,TOTAL.CLACEUS.A,Million Metric Tons of Carbon Dioxide,2009,0.0,Coal
92,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions, Annual",DMACEUS,Transportation,TOTAL.DMACEUS.A,Million Metric Tons of Carbon Dioxide,2018,460.558,Distillate Fuel Oil
93,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions, Annual",DMACEUS,Transportation,TOTAL.DMACEUS.A,Million Metric Tons of Carbon Dioxide,2017,436.378,Distillate Fuel Oil
94,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions, Annual",DMACEUS,Transportation,TOTAL.DMACEUS.A,Million Metric Tons of Carbon Dioxide,2016,431.425,Distillate Fuel Oil
95,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions, Annual",DMACEUS,Transportation,TOTAL.DMACEUS.A,Million Metric Tons of Carbon Dioxide,2015,440.835,Distillate Fuel Oil
96,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions, Annual",DMACEUS,Transportation,TOTAL.DMACEUS.A,Million Metric Tons of Carbon Dioxide,2014,434.888,Distillate Fuel Oil
97,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions, Annual",DMACEUS,Transportation,TOTAL.DMACEUS.A,Million Metric Tons of Carbon Dioxide,2013,415.599,Distillate Fuel Oil
98,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions, Annual",DMACEUS,Transportation,TOTAL.DMACEUS.A,Million Metric Tons of Carbon Dioxide,2012,411.185,Distillate Fuel Oil
99,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions, Annual",DMACEUS,Transportation,TOTAL.DMACEUS.A,Million Metric Tons of Carbon Dioxide,2011,430.529,Distillate Fuel Oil
100,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions, Annual",DMACEUS,Transportation,TOTAL.DMACEUS.A,Million Metric Tons of Carbon Dioxide,2010,422.833,Distillate Fuel Oil
101,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions, Annual",DMACEUS,Transportation,TOTAL.DMACEUS.A,Million Metric Tons of Carbon Dioxide,2009,400.406,Distillate Fuel Oil
138,"Transportation Share of Electric Power Sector CO2 Emissions, Annual",ESACEUS,Transportation,TOTAL.ESACEUS.A,Million Metric Tons of Carbon Dioxide,2018,3.587,Transportations
139,"Transportation Share of Electric Power Sector CO2 Emissions, Annual",ESACEUS,Transportation,TOTAL.ESACEUS.A,Million Metric Tons of Carbon Dioxide,2017,3.521,Transportations
140,"Transportation Share of Electric Power Sector CO2 Emissions, Annual",ESACEUS,Transportation,TOTAL.ESACEUS.A,Million Metric Tons of Carbon Dioxide,2016,3.629,Transportations
141,"Transportation Share of Electric Power Sector CO2 Emissions, Annual",ESACEUS,Transportation,TOTAL.ESACEUS.A,Million Metric Tons of Carbon Dioxide,2015,3.886,Transportations
142,"Transportation Share of Electric Power Sector CO2 Emissions, Annual",ESACEUS,Transportation,TOTAL.ESACEUS.A,Million Metric Tons of Carbon Dioxide,2014,4.224,Transportations
143,"Transportation Share of Electric Power Sector CO2 Emissions, Annual",ESACEUS,Transportation,TOTAL.ESACEUS.A,Million Metric Tons of Carbon Dioxide,2013,4.196,Transportations
144,"Transportation Share of Electric Power Sector CO2 Emissions, Annual",ESACEUS,Transportation,TOTAL.ESACEUS.A,Million Metric Tons of Carbon Dioxide,2012,4.031,Transportations
145,"Transportation Share of Electric Power Sector CO2 Emissions, Annual",ESACEUS,Transportation,TOTAL.ESACEUS.A,Million Metric Tons of Carbon Dioxide,2011,4.439,Transportations
146,"Transportation Share of Electric Power Sector CO2 Emissions, Annual",ESACEUS,Transportation,TOTAL.ESACEUS.A,Million Metric Tons of Carbon Dioxide,2010,4.663,Transportations
147,"Transportation Share of Electric Power Sector CO2 Emissions, Annual",ESACEUS,Transportation,TOTAL.ESACEUS.A,Million Metric Tons of Carbon Dioxide,2009,4.66,Transportations
184,"HGL Transportation Sector CO2 Emissions, Annual",HLACEUS,Transportation,TOTAL.HLACEUS.A,Million Metric Tons of Carbon Dioxide,2018,0.494,HGL
185,"HGL Transportation Sector CO2 Emissions, Annual",HLACEUS,Transportation,TOTAL.HLACEUS.A,Million Metric Tons of Carbon Dioxide,2017,0.44,HGL
186,"HGL Transportation Sector CO2 Emissions, Annual",HLACEUS,Transportation,TOTAL.HLACEUS.A,Million Metric Tons of Carbon Dioxide,2016,0.442,HGL
187,"HGL Transportation Sector CO2 Emissions, Annual",HLACEUS,Transportation,TOTAL.HLACEUS.A,Million Metric Tons of Carbon Dioxide,2015,0.41,HGL
188,"HGL Transportation Sector CO2 Emissions, Annual",HLACEUS,Transportation,TOTAL.HLACEUS.A,Million Metric Tons of Carbon Dioxide,2014,0.448,HGL
189,"HGL Transportation Sector CO2 Emissions, Annual",HLACEUS,Transportation,TOTAL.HLACEUS.A,Million Metric Tons of Carbon Dioxide,2013,0.433,HGL
190,"HGL Transportation Sector CO2 Emissions, Annual",HLACEUS,Transportation,TOTAL.HLACEUS.A,Million Metric Tons of Carbon Dioxide,2012,0.445,HGL
191,"HGL Transportation Sector CO2 Emissions, Annual",HLACEUS,Transportation,TOTAL.HLACEUS.A,Million Metric Tons of Carbon Dioxide,2011,0.457,HGL
192,"HGL Transportation Sector CO2 Emissions, Annual",HLACEUS,Transportation,TOTAL.HLACEUS.A,Million Metric Tons of Carbon Dioxide,2010,0.469,HGL
193,"HGL Transportation Sector CO2 Emissions, Annual",HLACEUS,Transportation,TOTAL.HLACEUS.A,Million Metric Tons of Carbon Dioxide,2009,1.768,HGL
230,"Jet Fuel Transportation Sector CO2 Emissions, Annual",JFACEUS,Transportation,TOTAL.JFACEUS.A,Million Metric Tons of Carbon Dioxide,2018,250.984,Jet Fuel
231,"Jet Fuel Transportation Sector CO2 Emissions, Annual",JFACEUS,Transportation,TOTAL.JFACEUS.A,Million Metric Tons of Carbon Dioxide,2017,246.761,Jet Fuel
232,"Jet Fuel Transportation Sector CO2 Emissions, Annual",JFACEUS,Transportation,TOTAL.JFACEUS.A,Million Metric Tons of Carbon Dioxide,2016,237.442,Jet Fuel
233,"Jet Fuel Transportation Sector CO2 Emissions, Annual",JFACEUS,Transportation,TOTAL.JFACEUS.A,Million Metric Tons of Carbon Dioxide,2015,227.114,Jet Fuel
234,"Jet Fuel Transportation Sector CO2 Emissions, Annual",JFACEUS,Transportation,TOTAL.JFACEUS.A,Million Metric Tons of Carbon Dioxide,2014,215.626,Jet Fuel
235,"Jet Fuel Transportation Sector CO2 Emissions, Annual",JFACEUS,Transportation,TOTAL.JFACEUS.A,Million Metric Tons of Carbon Dioxide,2013,210.414,Jet Fuel
236,"Jet Fuel Transportation Sector CO2 Emissions, Annual",JFACEUS,Transportation,TOTAL.JFACEUS.A,Million Metric Tons of Carbon Dioxide,2012,205.656,Jet Fuel
237,"Jet Fuel Transportation Sector CO2 Emissions, Annual",JFACEUS,Transportation,TOTAL.JFACEUS.A,Million Metric Tons of Carbon Dioxide,2011,209.086,Jet Fuel
238,"Jet Fuel Transportation Sector CO2 Emissions, Annual",JFACEUS,Transportation,TOTAL.JFACEUS.A,Million Metric Tons of Carbon Dioxide,2010,210.011,Jet Fuel
239,"Jet Fuel Transportation Sector CO2 Emissions, Annual",JFACEUS,Transportation,TOTAL.JFACEUS.A,Million Metric Tons of Carbon Dioxide,2009,204.369,Jet Fuel
276,"Lubricants Transportation Sector CO2 Emissions, Annual",LUACEUS,Transportation,TOTAL.LUACEUS.A,Million Metric Tons of Carbon Dioxide,2018,4.904,Lubricants
277,"Lubricants Transportation Sector CO2 Emissions, Annual",LUACEUS,Transportation,TOTAL.LUACEUS.A,Million Metric Tons of Carbon Dioxide,2017,5.269,Lubricants
278,"Lubricants Transportation Sector CO2 Emissions, Annual",LUACEUS,Transportation,TOTAL.LUACEUS.A,Million Metric Tons of Carbon Dioxide,2016,5.728,Lubricants
279,"Lubricants Transportation Sector CO2 Emissions, Annual",LUACEUS,Transportation,TOTAL.LUACEUS.A,Million Metric Tons of Carbon Dioxide,2015,6.041,Lubricants
280,"Lubricants Transportation Sector CO2 Emissions, Annual",LUACEUS,Transportation,TOTAL.LUACEUS.A,Million Metric Tons of Carbon Dioxide,2014,5.542,Lubricants
281,"Lubricants Transportation Sector CO2 Emissions, Annual",LUACEUS,Transportation,TOTAL.LUACEUS.A,Million Metric Tons of Carbon Dioxide,2013,5.32,Lubricants
282,"Lubricants Transportation Sector CO2 Emissions, Annual",LUACEUS,Transportation,TOTAL.LUACEUS.A,Million Metric Tons of Carbon Dioxide,2012,5.025,Lubricants
283,"Lubricants Transportation Sector CO2 Emissions, Annual",LUACEUS,Transportation,TOTAL.LUACEUS.A,Million Metric Tons of Carbon Dioxide,2011,5.506,Lubricants
284,"Lubricants Transportation Sector CO2 Emissions, Annual",LUACEUS,Transportation,TOTAL.LUACEUS.A,Million Metric Tons of Carbon Dioxide,2010,5.743,Lubricants
285,"Lubricants Transportation Sector CO2 Emissions, Annual",LUACEUS,Transportation,TOTAL.LUACEUS.A,Million Metric Tons of Carbon Dioxide,2009,4.715,Lubricants
322,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions, Annual",MMACEUS,Transportation,TOTAL.MMACEUS.A,Million Metric Tons of Carbon Dioxide,2018,1098.642,Motor Gasoline
323,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions, Annual",MMACEUS,Transportation,TOTAL.MMACEUS.A,Million Metric Tons of Carbon Dioxide,2017,1098.946,Motor Gasoline
324,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions, Annual",MMACEUS,Transportation,TOTAL.MMACEUS.A,Million Metric Tons of Carbon Dioxide,2016,1101.609,Motor Gasoline
325,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions, Annual",MMACEUS,Transportation,TOTAL.MMACEUS.A,Million Metric Tons of Carbon Dioxide,2015,1083.055,Motor Gasoline
326,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions, Annual",MMACEUS,Transportation,TOTAL.MMACEUS.A,Million Metric Tons of Carbon Dioxide,2014,1077.182,Motor Gasoline
327,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions, Annual",MMACEUS,Transportation,TOTAL.MMACEUS.A,Million Metric Tons of Carbon Dioxide,2013,1065.975,Motor Gasoline
328,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions, Annual",MMACEUS,Transportation,TOTAL.MMACEUS.A,Million Metric Tons of Carbon Dioxide,2012,1051.142,Motor Gasoline
329,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions, Annual",MMACEUS,Transportation,TOTAL.MMACEUS.A,Million Metric Tons of Carbon Dioxide,2011,1056.971,Motor Gasoline
330,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions, Annual",MMACEUS,Transportation,TOTAL.MMACEUS.A,Million Metric Tons of Carbon Dioxide,2010,1088.833,Motor Gasoline
331,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions, Annual",MMACEUS,Transportation,TOTAL.MMACEUS.A,Million Metric Tons of Carbon Dioxide,2009,1106.564,Motor Gasoline
368,"Natural Gas Transportation Sector CO2 Emissions, Annual",NGACEUS,Transportation,TOTAL.NGACEUS.A,Million Metric Tons of Carbon Dioxide,2018,46.299,Natural Gas
369,"Natural Gas Transportation Sector CO2 Emissions, Annual",NGACEUS,Transportation,TOTAL.NGACEUS.A,Million Metric Tons of Carbon Dioxide,2017,42.375,Natural Gas
370,"Natural Gas Transportation Sector CO2 Emissions, Annual",NGACEUS,Transportation,TOTAL.NGACEUS.A,Million Metric Tons of Carbon Dioxide,2016,40.174,Natural Gas
371,"Natural Gas Transportation Sector CO2 Emissions, Annual",NGACEUS,Transportation,TOTAL.NGACEUS.A,Million Metric Tons of Carbon Dioxide,2015,39.519,Natural Gas
372,"Natural Gas Transportation Sector CO2 Emissions, Annual",NGACEUS,Transportation,TOTAL.NGACEUS.A,Million Metric Tons of Carbon Dioxide,2014,40.307,Natural Gas
373,"Natural Gas Transportation Sector CO2 Emissions, Annual",NGACEUS,Transportation,TOTAL.NGACEUS.A,Million Metric Tons of Carbon Dioxide,2013,47.076,Natural Gas
374,"Natural Gas Transportation Sector CO2 Emissions, Annual",NGACEUS,Transportation,TOTAL.NGACEUS.A,Million Metric Tons of Carbon Dioxide,2012,41.372,Natural Gas
375,"Natural Gas Transportation Sector CO2 Emissions, Annual",NGACEUS,Transportation,TOTAL.NGACEUS.A,Million Metric Tons of Carbon Dioxide,2011,38.92,Natural Gas
376,"Natural Gas Transportation Sector CO2 Emissions, Annual",NGACEUS,Transportation,TOTAL.NGACEUS.A,Million Metric Tons of Carbon Dioxide,2010,38.145,Natural Gas
377,"Natural Gas Transportation Sector CO2 Emissions, Annual",NGACEUS,Transportation,TOTAL.NGACEUS.A,Million Metric Tons of Carbon Dioxide,2009,37.929,Natural Gas
414,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions, Annual",PMACEUS,Transportation,TOTAL.PMACEUS.A,Million Metric Tons of Carbon Dioxide,2018,1865.319,Petroleum
415,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions, Annual",PMACEUS,Transportation,TOTAL.PMACEUS.A,Million Metric Tons of Carbon Dioxide,2017,1841.61,Petroleum
416,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions, Annual",PMACEUS,Transportation,TOTAL.PMACEUS.A,Million Metric Tons of Carbon Dioxide,2016,1827.162,Petroleum
417,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions, Annual",PMACEUS,Transportation,TOTAL.PMACEUS.A,Million Metric Tons of Carbon Dioxide,2015,1795.433,Petroleum
418,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions, Annual",PMACEUS,Transportation,TOTAL.PMACEUS.A,Million Metric Tons of Carbon Dioxide,2014,1770.374,Petroleum
419,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions, Annual",PMACEUS,Transportation,TOTAL.PMACEUS.A,Million Metric Tons of Carbon Dioxide,2013,1745.08,Petroleum
420,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions, Annual",PMACEUS,Transportation,TOTAL.PMACEUS.A,Million Metric Tons of Carbon Dioxide,2012,1728.024,Petroleum
421,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions, Annual",PMACEUS,Transportation,TOTAL.PMACEUS.A,Million Metric Tons of Carbon Dioxide,2011,1765.592,Petroleum
422,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions, Annual",PMACEUS,Transportation,TOTAL.PMACEUS.A,Million Metric Tons of Carbon Dioxide,2010,1800.046,Petroleum
423,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions, Annual",PMACEUS,Transportation,TOTAL.PMACEUS.A,Million Metric Tons of Carbon Dioxide,2009,1781.95,Petroleum
460,"Residual Fuel Oil Transportation Sector CO2 Emissions, Annual",RFACEUS,Transportation,TOTAL.RFACEUS.A,Million Metric Tons of Carbon Dioxide,2018,48.188,Residual Fuel
461,"Residual Fuel Oil Transportation Sector CO2 Emissions, Annual",RFACEUS,Transportation,TOTAL.RFACEUS.A,Million Metric Tons of Carbon Dioxide,2017,52.367,Residual Fuel
462,"Residual Fuel Oil Transportation Sector CO2 Emissions, Annual",RFACEUS,Transportation,TOTAL.RFACEUS.A,Million Metric Tons of Carbon Dioxide,2016,49.1,Residual Fuel
463,"Residual Fuel Oil Transportation Sector CO2 Emissions, Annual",RFACEUS,Transportation,TOTAL.RFACEUS.A,Million Metric Tons of Carbon Dioxide,2015,36.514,Residual Fuel
464,"Residual Fuel Oil Transportation Sector CO2 Emissions, Annual",RFACEUS,Transportation,TOTAL.RFACEUS.A,Million Metric Tons of Carbon Dioxide,2014,35.186,Residual Fuel
465,"Residual Fuel Oil Transportation Sector CO2 Emissions, Annual",RFACEUS,Transportation,TOTAL.RFACEUS.A,Million Metric Tons of Carbon Dioxide,2013,45.793,Residual Fuel
466,"Residual Fuel Oil Transportation Sector CO2 Emissions, Annual",RFACEUS,Transportation,TOTAL.RFACEUS.A,Million Metric Tons of Carbon Dioxide,2012,52.835,Residual Fuel
467,"Residual Fuel Oil Transportation Sector CO2 Emissions, Annual",RFACEUS,Transportation,TOTAL.RFACEUS.A,Million Metric Tons of Carbon Dioxide,2011,61.171,Residual Fuel
468,"Residual Fuel Oil Transportation Sector CO2 Emissions, Annual",RFACEUS,Transportation,TOTAL.RFACEUS.A,Million Metric Tons of Carbon Dioxide,2010,70.285,Residual Fuel
469,"Residual Fuel Oil Transportation Sector CO2 Emissions, Annual",RFACEUS,Transportation,TOTAL.RFACEUS.A,Million Metric Tons of Carbon Dioxide,2009,62.29,Residual Fuel
506,"Total Energy Transportation Sector CO2 Emissions, Annual",TEACEUS,Transportation,TOTAL.TEACEUS.A,Million Metric Tons of Carbon Dioxide,2018,1915.205,Total Energy
507,"Total Energy Transportation Sector CO2 Emissions, Annual",TEACEUS,Transportation,TOTAL.TEACEUS.A,Million Metric Tons of Carbon Dioxide,2017,1887.506,Total Energy
508,"Total Energy Transportation Sector CO2 Emissions, Annual",TEACEUS,Transportation,TOTAL.TEACEUS.A,Million Metric Tons of Carbon Dioxide,2016,1870.964,Total Energy
509,"Total Energy Transportation Sector CO2 Emissions, Annual",TEACEUS,Transportation,TOTAL.TEACEUS.A,Million Metric Tons of Carbon Dioxide,2015,1838.837,Total Energy
510,"Total Energy Transportation Sector CO2 Emissions, Annual",TEACEUS,Transportation,TOTAL.TEACEUS.A,Million Metric Tons of Carbon Dioxide,2014,1814.905,Total Energy
511,"Total Energy Transportation Sector CO2 Emissions, Annual",TEACEUS,Transportation,TOTAL.TEACEUS.A,Million Metric Tons of Carbon Dioxide,2013,1796.352,Total Energy
512,"Total Energy Transportation Sector CO2 Emissions, Annual",TEACEUS,Transportation,TOTAL.TEACEUS.A,Million Metric Tons of Carbon Dioxide,2012,1773.427,Total Energy
513,"Total Energy Transportation Sector CO2 Emissions, Annual",TEACEUS,Transportation,TOTAL.TEACEUS.A,Million Metric Tons of Carbon Dioxide,2011,1808.951,Total Energy
514,"Total Energy Transportation Sector CO2 Emissions, Annual",TEACEUS,Transportation,TOTAL.TEACEUS.A,Million Metric Tons of Carbon Dioxide,2010,1842.855,Total Energy
515,"Total Energy Transportation Sector CO2 Emissions, Annual",TEACEUS,Transportation,TOTAL.TEACEUS.A,Million Metric Tons of Carbon Dioxide,2009,1824.539,Total Energy
